Data
" -4.05 -14.29 -11.20 -10.31 -2.05 0.71 -1.18 -15.17 -2.02 -19.29 0.83 -9.30 -1.99 -1.29 -16.14 -15.13 -13.93 -16.23 -7.85 -27.41 -0.86 -15.25 -13.99 
-14.77 -14.06 -14.06 -18.08 -9.75 -18.06 -3.09 -15.07 -10.79 -4.04 -2.33 -13.06 -6.81 -11.04 -2.10 -13.04 -15.66 -9.03 7.91 -16.03 -8.81 -2.00 4.90 -13.00 -12.61 -13.94 -8.07 -26.96 -21.67 -7.90 -7.07 -12.82 
-8.23 -19.86 -26.27 -11.04 -19.26 -10.08 -13.47 -32.22 -18.27 -23.05 -19.30 5.78 -17.29 -11.04 -7.30 -11.20 -2.15 -5.04 -18.29 -2.17 4.88 -0.99 -17.27 2.09 -4.13 -14.94 -32.26 2.14 -3.22 -8.63 -25.05 -1.00 
-12.67 -24.01 -5.29 -4.08 -15.71 -14.03 -10.07 -25.07 -26.71 -13.03 -5.09 -18.06 -0.75 -18.01 4.91 -19.83 -10.63 -9.01 -14.09 -7.04 -9.61 -27.99 -9.07 -15.76 -3.63 -7.94 4.93 -18.96 -16.69 -16.90 -7.05 -15.83 
-12.23 -3.86 -10.26 -22.02 -17.25 -30.07 -24.29 -22.02 -9.29 -19.07 -32.29 -14.21 -13.10 -23.05 -6.29 -13.18 -2.13 1.00 -7.29 0.84 -7.29 -22.99 -28.26 -9.88 -15.10 -15.94 -21.05 5.15 -15.22 -21.63 -12.02 -24.00 
-14.65 -19.00 -7.02 -18.81 -29.67 -20.01 -13.30 -28.83 -24.73 -32.79 -16.06 -18.04 -22.51 -4.01 3.94 -13.79 -9.59 -19.22 11.94 -7.00 -11.77 -11.97 -9.05 -9.97 -8.56 -24.93 -7.05 -11.94 -7.67 -5.87 -14.02 -24.82 
-22.08 -22.86 -19.26 -15.00 -19.12 -25.08 -28.29 -29.00 -13.13 -29.86 -32.26 -23.18 -9.30 -15.04 -7.29 -0.18 -5.15 6.00 -2.08 -0.17 -16.10 -6.77 -20.26 -8.14 0.92 -9.69 -13.22 -8.83 -11.22 -5.61 4.78 -8.72 
-6.44 -17.99 -11.01 -28.77 -22.47 -32.00 -31.04 -33.79 -33.75 -24.99 -28.02 -30.00 -18.73 -20.99 -4.06 -13.99 -4.59 -10.97 -9.05 -3.76 -16.73 -10.96 -8.05 -11.96 -12.51 -14.90 -16.02 -33.90 -6.65 -30.58 -7.02 -8.80 
-11.02 -27.84 -29.22 -24.97 -37.23 -43.84 -34.25 -37.99 -30.25 -33.83 -29.26 -4.97 -18.26 -9.83 -16.26 -9.17 -7.12 0.19 1.74 -1.93 3.71 -13.77 -3.26 -1.12 -30.08 -9.71 -20.23 -15.07 -14.02 -2.86 -4.02 -2.72 
-8.57 -13.93 -15.94 -33.72 -19.59 -26.94 -28.98 -20.00 -24.63 -18.96 -18.01 -23.00 -7.65 -8.97 3.99 -14.99 -2.54 -5.96 8.98 -6.97 1.51 -9.93 -1.04 -5.68 -11.49 -0.90 4.25 -20.61 -9.63 -17.83 2.25 -13.80 
-15.15 -10.83 -34.19 -3.99 -17.40 -24.83 -37.21 -25.18 -20.03 -17.81 -17.22 -18.17 -7.25 -2.81 1.75 5.07 -5.26 -4.99 3.75 4.85 -18.05 -4.73 1.77 -12.11 -8.05 -10.91 -19.02 -16.83 -6.00 -21.86 -16.00 1.03 
